Id,Expected
dc70626ab4ec3d46e602b296cc5cfd26_0,356583 5 357863 5 359136 20 360416 20 361691 30 362971 30 364248 36 365528 36 366803 46 368083 46 369361 50 370641 50 371918 56 373198 56 374476 60 375753 66 377033 66 378313 68 379593 68 380871 73 382151 73 383428 78 384708 78 385986 83 387266 83 388543 86 389823 86 391103 88 392383 88 393661 93 394941 93 396218 96 397498 96 398776 98 400056 98 401336 100 402616 100 403893 103 405173 103 406453 103 407733 103 409011 105 410291 105 411571 105 412851 105 414128 111 415408 111 416688 111 417968 111 419248 111 420526 113 421806 113 423086 113 424366 113 425646 113 426926 113 428203 116 429483 116 430763 118 432043 118 433323 118 434603 118 435883 118 437163 118 438441 120 439721 120 441001 120 442281 120 443561 120 444841 120 446121 120 447401 120 448681 120 449961 120 451238 123 452518 123 453798 123 455078 123 456358 123 457638 123 458918 123 460198 123 461478 121 462758 121 464038 121 465318 121 466598 121 467878 121 469158 121 470438 121 471718 121 472998 121 474278 121 475558 121 476838 121 478118 121 479398 121 480678 121 481958 121 483238 121 484518 121 485798 118 487078 118 488358 118 489638 118 490916 120 492196 120 493476 120 494756 120 496036 120 497316 120 498596 120 499876 120 501156 120 502436 120 503716 120 504996 120 506276 120 507553 123 508833 123 510113 123 511393 123 512673 123 513953 123 515231 125 516511 125 517791 125 519071 125 520351 125 521631 125 522911 125 524191 125 525468 128 526748 128 528028 128 529308 128 530588 128 531868 128 533148 126 534428 126 535708 126 536988 126 538268 126 539548 126 540828 123 542108 123 543388 123 544668 123 545948 121 547228 121 548508 121 549788 118 551068 118 552348 116 553628 116 554911 113 556191 113 557471 110 558751 110 560033 106 561313 106 562596 103 563876 103 565158 98 566438 98 567721 95 569001 95 570283 91 571563 91 572846 88 574126 88 575408 83 576688 83 577971 80 579251 80 580533 76 581813 76 583096 70 584376 70 585656 70 586936 70 588218 66 589498 66 590781 60 592061 60 593341 58 594623 53 595903 53 597188 43 598468 43 599751 37 601031 37 602316 27 603596 27 604883 15 606163 15
dc70626ab4ec3d46e602b296cc5cfd26_1,
1ad4f13ccf1f4b331a412fc44655fb51_0,503804 40 505084 40 506353 58 507623 73 508903 73 510176 85 511456 85 512731 93 514011 93 515286 100 516566 100 517843 103 519123 103 520401 108 521681 108 522958 113 524238 113 525516 120 526796 120 528076 125 529356 125 530633 133 531913 133 533193 138 534473 138 535753 143 537033 143 538311 150 539591 150 540871 153 542151 153 543428 161 544708 161 545988 163 547268 163 548546 168 549826 170 551106 170 552383 176 553663 176 554941 180 556221 180 557501 183 558781 183 560058 188 561338 188 562616 193 563896 193 565173 196 566453 196 567733 198 569013 198 570291 203 571571 203 572848 208 574128 208 575408 208 576688 208 577966 213 579246 213 580526 213 581806 213 583086 213 584366 213 585643 216 586923 216 588203 218 589483 218 590761 220 592041 220 593321 220 594598 223 595878 223 597158 223 598438 223 599716 225 600996 225 602276 225 603556 225 604836 225 606116 225 607393 228 608673 228 609953 228 611233 228 612511 230 613791 230 615071 230 616351 230 617631 230 618911 230 620188 233 621468 233 622748 233 624028 233 625308 233 626588 233 627868 233 629148 233 630428 233 631708 233 632988 233 634268 233 635548 233 636828 233 638108 233 639388 233 640668 233 641948 233 643228 233 644508 233 645788 233 647071 230 648351 230 649631 228 650911 228 652191 228 653471 228 654751 228 656031 228 657313 223 658593 223 659873 223 661153 223 662433 221 663713 221 664996 218 666276 218 667556 215 668836 215 670116 213 671396 213 672676 213 673956 213 675238 208 676518 208 677798 206 679078 206 680358 203 681641 195 682921 195 684201 190 685481 190 686763 183 688043 183 689326 178 690606 178 691888 168 693168 168 694451 160 695731 160 697013 156 698293 156 699576 148 700856 148 702138 143 703418 143 704701 138 705981 138 707263 131 708543 131 709828 121 711108 121 712391 110 713671 110 714956 100 716236 100 717523 88 718803 88 720096 73 721376 73 722668 56 723948 56 725239 32
1ad4f13ccf1f4b331a412fc44655fb51_1,
d694539ef2424a9218697283baa3657e_0,
d694539ef2424a9218697283baa3657e_1,696911 35 698191 35 699456 62 700736 62 702006 82 703286 82 704556 100 705836 100 707111 112 708391 112 709666 127 710946 127 712221 140 713501 140 714778 150 716058 150 717336 157 718616 157 719893 165 721173 165 722448 175 723728 175 725006 180 726281 190 727561 190 728838 198 730118 198 731393 208 732673 208 733951 212 735231 212 736508 220 737788 220 739063 228 740343 228 741621 232 742901 232 744178 238 745458 238 746736 245 748016 245 749293 250 750573 250 751853 253 753133 253 754411 257 755691 257 756968 265 758248 265 759528 268 760808 268 762086 273 763366 273 764646 275 765926 275 767203 278 768483 281 769763 281 771041 285 772321 285 773601 285 774881 285 776158 291 777438 291 778718 293 779998 293 781276 295 782556 295 783836 298 785116 298 786393 301 787673 301 788951 305 790231 305 791511 305 792791 305 794071 305 795351 305 796628 311 797908 311 799188 311 800468 311 801748 311 803028 311 804306 313 805586 313 806866 313 808146 313 809426 313 810706 313 811983 318 813263 318 814543 318 815823 318 817103 318 818383 318 819663 318 820943 318 822223 318 823503 318 824783 318 826066 315 827346 315 828626 315 829906 315 831186 318 832466 318 833746 318 835026 318 836308 316 837588 316 838868 316 840148 316 841428 316 842708 316 843988 318 845268 318 846546 320 847826 320 849106 320 850386 320 851666 320 852946 320 854226 323 855506 323 856783 326 858063 326 859343 326 860623 326 861903 326 863183 326 864463 326 865743 326 867023 326 868303 326 869583 326 870863 326 872143 326 873423 326 874703 326 875983 326 877263 326 878543 326 879823 326 881106 323 882386 323 883666 323 884946 323 886226 323 887506 323 888788 321 890068 321 891348 321 892628 321 893908 321 895188 321 896468 318 897748 318 899031 315 900311 315 901591 315 902871 313 904151 313 905433 311 906713 311 907993 311 909273 311 910553 308 911833 308 913116 305 914396 305 915676 303 916956 303 918236 303 919516 303 920798 298 922078 298 923358 296 924638 296 925918 296 927198 296 928481 290 929761 290 931041 288 932321 288 933601 285 934881 285 936163 281 937443 281 938723 278 940003 278 941286 273 942566 273 943848 268 945131 262 946411 262 947693 258 948973 258 950256 252 951536 252 952818 248 954098 248 955381 245 956661 245 957941 242 959221 242 960503 238 961783 238 963066 232 964346 232 965626 227 966906 227 968188 223 969468 223 970751 212 972031 212 973311 192 974591 192 975873 183 977153 183 978433 180 979713 180 980996 175 982276 175 983556 172 984836 172 986118 168 987398 168 988678 165 989961 162 991241 162 992523 158 993803 158 995083 155 996363 155 997646 152 998926 152 1000208 148 1001488 148 1002768 148 1004048 148 1005331 142 1006611 142 1007893 138 1009173 138 1010453 135 1011733 135 1013016 130 1014296 130 1015578 123 1016858 123 1018138 120 1019418 120 1020701 112 1021981 112 1023263 105 1024543 105 1025823 100 1027103 100 1028386 90 1029666 90 1030948 83 1032228 80 1033508 80 1034791 77 1036071 77 1037353 73 1038633 73 1039916 67 1041196 67 1042478 65 1043758 65 1045041 60 1046321 60 1047603 58 1048883 58 1050168 50 1051448 50 1052731 45 1054011 45 1055296 37 1056576 37 1057861 30 1059141 30 1060426 20 1061706 20
df366e057db382b8564872a27301a654_0,239691 5 240971 5 242241 20 243521 20 244783 43 246063 43 247338 50 248618 50 249893 58 251173 58 252448 65 253726 70 255006 70 256283 75 257563 75 258841 80 260121 80 261401 82 262681 82 263958 88 265238 88 266516 95 267796 95 269073 100 270353 100 271633 103 272913 103 274193 108 275473 108 276751 112 278031 112 279311 112 280591 115 281871 115 283148 120 284428 120 285708 123 286988 123 288268 123 289548 123 290828 125 292108 125 293386 130 294666 130 295946 132 297226 132 298506 135 299786 135 301063 140 302343 140 303623 143 304903 143 306181 145 307461 147 308741 147 310021 150 311301 150 312578 153 313858 153 315138 155 316418 155 317696 160 318976 160 320256 160 321536 160 322816 162 324096 162 325373 168 326653 168 327933 168 329213 168 330491 172 331771 172 333051 172 334331 175 335611 175 336888 178 338168 178 339448 180 340728 180 342008 183 343288 183 344566 187 345846 187 347126 190 348406 190 349686 190 350966 190 352243 195 353523 195 354803 198 356083 198 357363 198 358643 198 359923 200 361203 200 362483 200 363761 205 365041 205 366321 205 367601 205 368881 207 370161 207 371441 207 372721 207 374001 210 375281 210 376561 212 377841 212 379121 212 380401 212 381681 215 382961 215 384241 215 385518 220 386798 220 388078 220 389358 220 390638 220 391918 220 393198 223 394478 223 395758 223 397038 223 398316 225 399596 225 400876 225 402156 225 403436 227 404716 227 405996 227 407276 227 408556 227 409836 227 411116 230 412396 230 413676 230 414956 230 416236 230 417516 232 418796 232 420076 232 421356 232 422636 232 423916 232 425196 235 426476 235 427756 235 429036 235 430316 235 431596 235 432876 237 434156 237 435438 235 436718 235 438001 232 439281 235 440561 235 441841 235 443121 235 444401 237 445681 237 446956 2 446961 237 448236 2 448241 237 449521 237 450801 237 452078 243 453358 243 454638 243 455918 243 457198 243 458478 243 459761 242 461041 242 462321 242 463601 242 464881 242 466161 242 467441 242 468723 240 470003 240 471283 240 472563 240 473843 243 475123 243 476406 240 477686 240 478966 240 480246 240 481528 238 482808 238 484088 238 485368 238 486648 238 487928 238 489211 235 490491 235 491771 235 493051 235 494331 235 495613 235 496893 235 498173 235 499453 235 500736 232 502016 232 503296 232 504576 232 505858 230 507138 230 508418 230 509698 230 510981 227 512261 227 513541 227 514821 227 516101 225 517381 225 518661 225 519941 225 521221 225 522501 225 523781 225 525061 222 526341 222 527621 222 528901 222 530181 222 531461 222 532741 222 534021 222 535298 225 536578 225 537858 225 539138 225 540418 225 541698 225 542976 227 544256 227 545536 230 546816 230 548096 230 549373 233 550653 233 551933 235 553213 235 554496 232 555776 232 557056 232 558336 232 559618 230 560898 230 562178 233 563458 233 564738 233 566018 233 567298 233 568578 233 569858 233 571138 233 572421 230 573701 230 574981 230 576261 230 577541 230 578821 230 580101 230 581381 230 582661 230 583941 230 585221 230 586501 230 587781 230 589063 228 590343 228 591623 228 592903 228 594186 225 595466 225 596746 225 598026 225 599306 222 600588 220 601868 220 603148 220 604428 220 605708 220 606988 220 608268 220 609548 220 610828 218 612108 218 613388 218 614668 218 615948 215 617228 215 618508 215 619788 215 621071 212 622351 212 623631 210 624911 210 626191 210 627473 205 628753 205 630033 205 631313 205 632593 203 633873 203 635156 200 636436 200 637716 197 638996 197 640278 195 641558 195 642838 193 644118 193 645401 190 646681 190 647961 187 649241 187 650523 185 651803 185 653083 185 654366 180 655646 180 656926 180 658206 180 659488 178 660768 178 662048 175 663328 175 664611 172 665891 172 667173 170 668453 170 669733 170 671013 170 672296 165 673576 165 674856 165 676136 165 677418 163 678701 160 679981 160 681261 160 682541 160 683823 158 685103 158 686383 158 687663 158 688946 155 690226 155 691506 155 692786 155 694068 153 695348 153 696628 150 697908 150 699191 147 700471 147 701751 147 703031 147 704313 145 705593 143 706873 143 708156 140 709436 140 710716 137 711996 137 713278 135 714558 135 715841 47 715903 68 717121 47 717183 68 718403 40 718468 63 719683 40 719748 63 720966 35 721033 55 722246 35 722313 55 723528 28 723598 50 724808 28 724878 50 726096 12 726166 42 727376 12 727446 42 728746 20 730026 20 731311 12
df366e057db382b8564872a27301a654_1,435436 2 436716 2 437996 5 439276 5 440556 5 441836 5 443116 5 444396 5 445676 5 446958 3 448238 3 449518 3 450798 3
268d4b4ef4d95ceea11957998906d369_0,612313 20 613593 20 614866 35 616141 45 617421 45 618696 55 619976 55 621251 62 622531 62 623808 70 625088 70 626363 78 627643 78 628921 82 630201 82 631478 90 632756 95 634036 95 635313 100 636593 100 637871 105 639151 105 640428 110 641708 110 642986 117 644266 117 645543 125 646823 125 648101 130 649381 130 650658 138 651936 142 653216 142 654493 150 655773 150 657051 155 658331 155 659611 157 660891 157 662168 163 663448 163 664728 165 666008 165 667286 170 668566 170 669846 172 671126 175 672406 175 673686 177 674966 177 676243 185 677523 185 678803 190 680083 190 681363 195 682643 195 683923 198 685203 198 686481 202 687761 202 689041 205 690321 210 691601 210 692881 212 694161 212 695438 223 696718 223 697998 228 699278 228 700558 233 701838 233 703118 235 704398 235 705678 240 706958 240 708238 243 709518 245 710798 245 712078 248 713358 248 714638 248 715918 248 717198 250 718478 250 719758 253 721038 253 722321 252 723601 252 724881 252 726161 252 727441 255 728721 257 730001 257 731281 257 732561 257 733841 260 735121 260 736403 260 737683 260 738963 260 740243 260 741526 260 742806 260 744086 260 745366 260 746646 262 747928 260 749208 260 750488 263 751768 263 753048 263 754328 263 755608 263 756888 263 758168 265 759448 265 760731 262 762011 262 763291 265 764571 265 765851 265 767131 265 768411 265 769691 267 770971 267 772253 268 773533 268 774813 268 776093 268 777373 270 778653 270 779933 270 781213 270 782496 267 783776 270 785056 270 786336 270 787616 270 788896 270 790176 270 791458 270 792738 270 794018 270 795298 270 796578 270 797858 270 799138 270 800418 270 801698 273 802981 270 804261 270 805541 270 806821 270 808101 270 809381 270 810661 270 811941 270 813221 270 814501 270 815783 268 817063 268 818343 268 819623 268 820903 268 822183 268 823463 268 824743 268 826023 268 827306 265 828586 265 829866 265 831146 265 832428 263 833708 263 834988 263 836268 263 837551 260 838831 260 840113 258 841396 255 842676 255 843958 253 845238 253 846521 250 847801 250 849083 248 850363 248 851646 245 852926 245 854208 245 855488 245 856771 242 858051 242 859331 242 860613 240 861893 240 863176 237 864456 237 865736 237 867016 237 868298 235 869578 235 870861 232 872141 232 873423 230 874703 230 875983 230 877263 230 878546 225 879828 223 881108 223 882391 220 883671 220 884951 220 886231 220 887513 218 888793 218 890076 212 891356 212 892638 210 893918 210 895203 205 896483 205 897766 200 899053 193 900333 193 901618 185 902898 185 904186 177 905466 177 906751 170 908031 170 909316 162 910596 162 911878 160 913158 160 914441 155 915721 155 917003 150 918286 145 919566 145 920848 143 922128 143 923411 137 924691 137 925973 133 927253 133 928538 125 929818 125 931101 122 932381 122 933663 118 934948 110 936228 110 937511 105 938791 105 940076 97 941356 97 942638 93 943918 93 945203 85 946483 85 947768 75 949048 75 950336 62 951616 62 952901 50 954193 25 955473 25
268d4b4ef4d95ceea11957998906d369_1,
0fca6a4248a41e8db8b4ed633b456aaa_0,
0fca6a4248a41e8db8b4ed633b456aaa_1,917136 17 918411 30 919691 30 920968 40 922248 40 923526 45 924806 45 926083 53 927363 53 928641 57 929921 57 931198 60 932478 60 933753 68 935031 70 936311 70 937588 73 938868 73 940143 80 941423 80 942701 82 943981 82 945258 85 946538 85 947816 87 949096 87 950376 87 951656 87 952933 90 954211 92 955491 92 956771 92 958051 92 959328 95 960608 95 961888 95 963168 95 964446 97 965726 97 967006 95 968286 95 969566 95 970846 95 972126 95 973406 95 974686 95 975966 95 977246 95 978526 95 979806 95 981083 98 982363 98 983641 100 984921 100 986201 97 987481 97 988758 100 990038 100 991316 102 992596 100 993876 100 995156 100 996436 100 997716 100 998996 100 1000276 97 1001556 97 1002836 97 1004116 97 1005396 97 1006676 97 1007956 95 1009236 95 1010518 93 1011798 90 1013078 90 1014361 87 1015641 87 1016923 83 1018203 83 1019483 80 1020763 80 1022046 77 1023326 77 1024608 73 1025888 73 1027168 70 1028448 70 1029731 65 1031013 60 1032293 60 1033576 55 1034856 55 1036141 47 1037421 47 1038706 37 1039986 37 1041276 20 1042556 20
a15fc656702fa602bb3c7abacdbd7e6a_0,281033 10 282313 10 283583 45 284863 45 286136 60 287416 60 288691 70 289971 70 291246 78 292526 78 293801 85 295076 93 296356 93 297633 98 298913 98 300188 106 301468 106 302746 110 304026 110 305303 116 306583 116 307861 120 309141 120 310418 126 311698 128 312978 128 314256 133 315536 133 316813 141 318093 141 319371 148 320651 148 321931 150 323211 150 324488 158 325768 158 327046 163 328326 163 329603 168 330883 171 332163 171 333441 175 334721 175 335998 181 337278 181 338556 183 339836 183 341113 188 342393 188 343673 191 344953 191 346231 195 347511 195 348791 195 350068 201 351348 201 352628 201 353908 201 355188 203 356468 203 357746 205 359026 205 360306 205 361586 205 362866 205 364146 205 365426 208 366706 208 367986 208 369266 208 370546 208 371826 210 373106 210 374386 210 375666 210 376943 213 378223 213 379503 216 380783 216 382063 216 383343 216 384623 216 385903 216 387183 218 388463 218 389743 218 391023 221 392303 221 393583 221 394863 221 396146 220 397426 220 398706 220 399986 220 401266 223 402546 223 403826 223 405106 223 406388 221 407668 221 408948 221 410228 221 411508 221 412788 221 414068 221 415351 220 416631 220 417911 220 419191 220 420471 220 421751 220 423033 218 424313 218 425593 218 426876 218 428156 218 429436 218 430716 218 431996 218 433276 218 434558 216 435838 216 437118 216 438398 216 439678 216 440958 216 442241 213 443521 213 444801 213 446081 213 447361 213 448643 211 449923 211 451203 211 452483 211 453766 208 455046 208 456326 208 457606 208 458888 206 460168 206 461448 203 462728 203 464008 203 465291 200 466571 200 467851 200 469131 200 470413 196 471693 196 472976 193 474256 193 475536 193 476816 193 478098 188 479378 188 480658 188 481941 185 483221 185 484503 181 485783 181 487063 181 488343 181 489626 175 490906 175 492188 173 493468 173 494751 168 496031 168 497313 166 498593 166 499876 160 501158 156 502438 156 503721 150 505001 150 506283 146 507563 146 508848 138 510128 138 511411 133 512691 133 513976 125 515256 125 516538 121 517818 121 519103 111 520388 101 521668 101 522953 91 524233 91 525518 81 526798 81 528086 65 529366 65 530653 48 531933 48 533223 26 534503 26
a15fc656702fa602bb3c7abacdbd7e6a_1,973584 12 974864 12 976141 20 977421 20 978699 25 979979 25 981256 33 982536 33 983814 40 985094 40 986371 48 987651 48 988931 50 990211 50 991489 57 992769 60 994049 60 995329 62 996609 62 997889 65 999169 65 1000449 70 1001729 70 1003006 73 1004286 73 1005566 75 1006846 75 1008126 75 1009406 75 1010686 78 1011966 78 1013246 78 1014526 75 1015806 75 1017086 75 1018366 75 1019646 75 1020926 75 1022209 70 1023489 70 1024769 70 1026049 70 1027329 72 1028609 72 1029889 72 1031171 70 1032451 70 1033731 68 1035011 68 1036291 68 1037571 68 1038854 65 1040134 65 1041414 65 1042694 65 1043976 63 1045256 63 1046539 60 1047819 60 1049101 58 1050384 55 1051664 55 1052946 50 1054226 50 1055509 47 1056789 47 1058071 43 1059351 43 1060634 40 1061914 40 1063199 30 1064479 30 1065764 20 1067044 20
019410b1fcf0625f608b4ce97629ab55_0,575321 47 576601 47 577871 65 579151 65 580423 75 581703 75 582973 88 584253 88 585528 93 586808 93 588078 103 589358 103 590631 112 591911 112 593186 117 594461 122 595741 122 597016 127 598296 127 599571 132 600851 132 602126 140 603406 140 604683 143 605963 143 607238 148 608518 148 609793 153 611073 153 612348 158 613628 158 614903 163 616183 163 617458 168 618738 168 620016 170 621296 170 622571 177 623851 177 625128 180 626408 180 627686 182 628966 182 630241 187 631521 187 632798 193 634078 193 635356 195 636633 198 637913 198 639191 202 640471 202 641751 202 643031 202 644308 205 645588 205 646868 205 648148 205 649426 207 650706 207 651986 207 653266 207 654546 207 655826 207 657103 210 658383 210 659663 210 660943 210 662223 210 663503 210 664783 210 666063 210 667343 210 668623 210 669903 210 671183 210 672461 212 673741 212 675021 212 676301 212 677581 212 678861 212 680141 212 681421 212 682701 212 683978 215 685258 215 686538 215 687818 215 689098 215 690378 215 691658 215 692938 215 694216 217 695496 217 696776 217 698056 217 699336 217 700616 217 701896 217 703176 217 704456 217 705736 217 707016 217 708296 217 709573 223 710853 223 712133 223 713413 223 714693 223 715973 223 717253 223 718533 223 719813 223 721093 223 722373 223 723653 223 724933 223 726213 220 727493 220 728773 220 730053 220 731333 220 732613 220 733893 220 735173 220 736453 218 737733 218 739013 218 740293 218 741573 218 742853 218 744133 215 745413 215 746693 215 747973 215 749253 215 750533 215 751813 215 753093 215 754373 213 755653 213 756936 210 758216 210 759496 210 760776 210 762056 210 763336 210 764616 210 765896 210 767178 205 768458 205 769738 205 771021 202 772301 202 773581 202 774861 202 776141 200 777421 200 778703 198 779983 198 781266 195 782546 195 783826 192 785106 192 786388 190 787668 190 788951 185 790231 185 791511 185 792791 185 794073 180 795353 180 796636 177 797916 177 799198 173 800478 173 801761 170 803041 170 804323 165 805603 165 806886 162 808166 162 809448 158 810728 158 812013 150 813296 147 814576 147 815861 140 817141 140 818426 132 819706 132 820988 128 822268 128 823556 117 824836 117 826121 107 827401 107 828691 92 829971 92 831266 70 832546 70
019410b1fcf0625f608b4ce97629ab55_1,
395e56a6d9ba9d45c3dbc695325ded46_0,199038 15 200318 15 201591 27 202871 27 204146 35 205426 35 206703 38 207983 38 209261 42 210541 42 211818 45 213098 45 214376 50 215656 50 216933 53 218213 53 219491 55 220771 55 222048 60 223328 60 224606 62 225886 62 227163 65 228443 65 229721 70 231001 70 232278 73 233558 73 234838 73 236118 73 237396 75 238676 75 239953 80 241233 80 242511 82 243788 85 245068 85 246348 85 247628 85 248906 87 250186 87 251463 93 252743 93 254023 93 255303 93 256581 95 257861 95 259141 95 260421 95 261698 98 262978 98 264256 102 265536 102 266816 102 268096 102 269373 105 270653 105 271931 110 273211 110 274491 110 275771 110 277048 113 278328 113 279606 115 280886 115 282166 115 283446 115 284723 118 286003 118 287283 118 288561 120 289841 120 291121 120 292401 120 293678 123 294958 123 296238 123 297518 123 298798 123 300078 123 301356 125 302636 125 303916 125 305196 125 306473 128 307753 128 309033 128 310313 128 311593 128 312873 128 314151 130 315431 130 316711 130 317991 130 319271 130 320551 130 321831 130 323111 130 324391 130 325671 130 326948 133 328228 133 329508 133 330788 135 332068 135 333348 135 334628 135 335906 137 337186 137 338466 137 339746 137 341026 137 342306 137 343583 140 344863 140 346143 140 347423 140 348701 142 349981 142 351261 142 352541 142 353818 145 355098 145 356378 145 357658 145 358936 147 360216 147 361493 150 362773 150 364053 150 365333 150 366611 150 367891 150 369171 150 370451 150 371731 150 373011 150 374288 150 375568 150 376848 150 378126 152 379406 152 380686 150 381966 150 383243 153 384523 153 385803 153 387083 153 388363 153 389643 153 390921 155 392201 155 393481 155 394761 155 396041 155 397321 155 398598 158 399878 158 401158 158 402438 158 403718 158 404998 158 406276 162 407556 162 408836 162 410116 162 411396 162 412676 162 413956 165 415236 165 416513 168 417793 170 419073 170 420286 7 420353 170 421566 7 421633 170 422843 15 422911 172 424123 15 424191 172 425403 18 425471 172 426683 18 426751 172 427963 20 428031 175 429243 20 429311 175 430523 23 430591 175 431803 23 431871 175 433083 23 433148 178 434363 23 434428 178 435643 25 435708 178 435911 60 436923 25 436988 178 437191 60 438203 25 438268 180 438466 70 439483 25 439548 180 439746 70 440763 28 440828 183 441021 78 442043 28 442108 183 442301 78 443323 28 443386 275 444603 28 444666 275 445883 28 445946 275 447163 28 447226 275 448446 27 448506 278 449726 27 449786 278 451006 27 451063 281 452286 27 452343 281 453566 30 453623 283 454846 30 454903 283 456126 30 456183 283 457406 30 457463 283 458686 32 458741 288 459966 32 460021 288 461246 32 461301 288 462526 35 462581 288 463806 35 463861 288 465086 37 465141 290 466366 37 466421 290 467646 40 467698 293 468926 40 468978 293 470206 47 470256 298 471486 47 471536 298 472766 350 474046 350 475326 353 476606 353 477888 353 479168 353 480448 353 481728 353 483008 356 484288 356 485571 355 486851 355 488131 358 489411 358 490693 358 491973 358 493256 358 494536 358 495816 358 497096 358 498378 361 499658 361 500938 363 502218 363 503501 363 504781 363 506063 368 507343 376 508623 376 509906 378 511186 378 512466 385 513746 385 515028 398 516308 398 517591 415 518021 3 518871 415 519301 3 520158 441 521438 441 522726 438 524006 438 525293 436 526573 436 527856 438 529136 438 530421 435 531701 435 532986 435 534266 435 535551 433 536831 433 538113 433 539393 433 540676 433 541956 433 543238 433 544518 433 545798 436 547078 436 548358 438 549641 438 550921 438 552201 440 553481 440 554761 443 556041 443 557321 445 558601 445 559883 446 561163 446 562443 448 563723 448 565003 451 566283 451 567563 453 568843 453 570123 453 571403 453 572686 453 573966 453 575246 455 576526 455 577806 455 579086 455 580368 456 581648 456 582928 458 584208 458 585491 455 586771 455 588051 458 589331 458 590611 458 591891 458 593173 458 594453 458 595733 458 597016 458 598296 458 599576 458 600856 458 602136 460 603416 460 604698 458 605978 458 607258 461 608538 461 609821 458 611101 458 612381 458 613661 458 614943 456 616223 456 617503 458 618783 458 620066 455 621346 455 622626 455 623906 455 625188 453 626468 453 627748 453 629028 453 630311 450 631591 450 632873 448 634153 448 635433 448 636716 445 637996 445 639278 443 640558 443 641838 441 643118 441 644401 438 645681 438 646963 436 648243 436 649526 433 650806 433 652088 431 653368 431 654651 428 655931 428 657213 423 658493 423 659778 418 661058 418 662341 415 663621 415 664906 410 666186 410 667471 405 668751 405 670036 400 671316 400 672603 393 673883 393 675168 388 676448 388 677731 385 679011 385 680293 383 681576 380 682856 380 684136 380 685416 380 686696 380 687976 380 689258 378 690538 378 691818 378 693098 378 694378 378 695658 378 696938 378 698218 378 699498 378 700778 378 702058 378 703338 378 704618 378 705898 378 707178 378 708458 378 709738 378 711018 378 712298 378 713578 378 714861 375 716141 375 717421 373 718701 373 719981 373 721261 373 722541 373 723821 373 725101 370 726383 368 727663 368 728943 368 730223 368 731503 366 732783 366 734066 363 735346 363 736626 363 737906 363 739188 358 740468 358 741748 358 743028 358 744311 353 745591 353 746871 353 748151 353 749433 348 750713 348 751993 348 753273 348 754556 345 755836 345 757118 341 758398 341 759678 341 760958 341 762241 335 763521 335 764803 333 766083 333 767366 330 768648 326 769928 326 771211 320 772491 320 773776 183 773976 113 775056 183 775256 113 776338 176 776559 85 777618 176 777839 85 778903 168 779129 62 780183 168 780409 62 781466 160 781724 12 782746 160 783004 12 784031 153 785311 153 786593 146 787873 146 789158 138 790438 138 791723 131 793003 131 794291 118 795571 118 796858 106 798138 106 799428 91 800708 91 802001 68 803281 68 804596 10 805876 10
395e56a6d9ba9d45c3dbc695325ded46_1,
2cd066b9fdbc3bbc04a3afe1f119f21b_0,379618 28 380898 28 382173 41 383453 41 384728 51 386008 51 387286 55 388563 61 389843 61 391121 65 392401 65 393678 71 394958 71 396238 73 397518 73 398798 76 400078 76 401356 80 402636 80 403916 80 405196 80 406476 83 407756 85 409036 85 410316 88 411596 88 412876 90 414156 90 415436 93 416716 93 417996 95 419276 95 420556 95 421836 95 423116 98 424396 98 425673 101 426953 101 428233 101 429513 103 430793 103 432073 103 433353 103 434633 103 435913 103 437193 103 438473 103 439753 106 441033 106 442311 108 443591 108 444871 108 446151 108 447431 108 448711 108 449991 108 451271 108 452551 108 453831 108 455111 108 456391 108 457671 108 458951 108 460231 108 461511 110 462791 110 464071 110 465351 110 466631 110 467911 113 469191 113 470473 113 471753 113 473033 113 474313 113 475593 116 476873 116 478153 116 479433 116 480716 113 481996 115 483276 115 484556 115 485836 115 487118 113 488398 113 489678 113 490958 113 492238 113 493518 113 494801 110 496081 110 497361 110 498641 110 499923 108 501203 108 502483 108 503766 105 505046 105 506328 103 507608 103 508888 103 510168 103 511451 98 512731 98 514013 96 515293 96 516573 93 517853 93 519136 90 520418 86 521698 86 522981 83 524261 83 525543 81 526823 81 528106 75 529386 75 530671 68 531951 68 533233 66 534513 66 535799 57 537079 57 538361 55 539646 48 540926 48 542211 40 543491 40 544776 33 546056 33 547344 25 548624 25 549911 13 551191 13
2cd066b9fdbc3bbc04a3afe1f119f21b_1,
9c7976c1182df0de51d32128c358d1fd_0,
